frame,lat,long,alt,next_lat,next_long
39,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
40,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
41,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
42,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
43,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
44,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
45,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
46,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
47,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
48,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
49,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
50,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
51,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
52,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
53,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
54,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
55,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
56,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
57,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
58,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
59,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
60,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
61,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
62,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
63,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
64,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
65,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
66,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
67,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
68,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
69,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
70,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
71,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
72,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
73,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
74,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
75,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
76,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
77,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
78,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
79,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
80,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
81,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
82,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
83,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
84,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
85,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
86,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
87,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
88,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
89,34.41647082,31.40966415,42.98221496,34.41647082,31.40966415
90,34.41647082,31.40966415,42.98221496,34.43657162,31.40672282
105,34.43657162,31.40672282,23.23859712,34.43657162,31.40672282
106,34.43657162,31.40672282,23.23859712,34.43657162,31.40672282
107,34.43657162,31.40672282,23.23859712,34.41152202,31.38576778
108,34.41152202,31.38576778,65.03443047,34.41273158,31.40732722
109,34.41273158,31.40732722,55.76368884,34.41273158,31.40732722
110,34.41273158,31.40732722,55.76368884,34.41273158,31.40732722
111,34.41273158,31.40732722,55.76368884,34.41273158,31.40732722
112,34.41273158,31.40732722,55.76368884,34.41273158,31.40732722
113,34.41273158,31.40732722,55.76368884,34.41989968,31.41507528
114,34.41989968,31.41507528,25.56248219,34.42360708,31.41050623
115,34.42360708,31.41050623,33.33455454,34.42360708,31.41050623
116,34.42360708,31.41050623,33.33455454,34.42360708,31.41050623
117,34.42360708,31.41050623,33.33455454,34.42360708,31.41050623
118,34.42360708,31.41050623,33.33455454,34.42360708,31.41050623
119,34.42360708,31.41050623,33.33455454,34.42360708,31.41050623
120,34.42360708,31.41050623,33.33455454,34.42403838,31.41860163
121,34.42403838,31.41860163,21.53367215,34.42403838,31.41860163
122,34.42403838,31.41860163,21.53367215,34.41728142,31.41033687
123,34.41728142,31.41033687,34.21885185,34.40501866,31.41789782
126,34.40501866,31.41789782,47.63601924,34.40501866,31.41789782
127,34.40501866,31.41789782,47.63601924,34.42300162,31.41802994
128,34.42300162,31.41802994,27.40632812,34.42300162,31.41802994
129,34.42300162,31.41802994,27.40632812,34.42300162,31.41802994
130,34.42300162,31.41802994,27.40632812,34.4182306,31.40992261
131,34.4182306,31.40992261,41.85451368,34.41593981,31.41782636
132,34.41593981,31.41782636,34.20714061,34.42266283,31.40762347
133,34.42266283,31.40762347,35.82039821,34.41912761,31.41643718
134,34.41912761,31.41643718,33.86193533,34.41954049,31.4173174
135,34.41954049,31.4173174,32.01824888,34.41545574,31.41761629
136,34.41545574,31.41761629,39.48856658,34.41209709,31.42018937
139,34.41209709,31.42018937,43.0008317,34.41607138,31.39581692
140,34.41607138,31.39581692,50.14685847,34.4142648,31.41797658
141,34.4142648,31.41797658,39.93915693,34.41018329,31.3737976
142,34.41018329,31.3737976,69.82403728,34.41989458,31.41541718
144,34.41989458,31.41541718,33.48713027,34.41909154,31.41469482
145,34.41909154,31.41469482,34.29583305,34.41525068,31.41705487
146,34.41525068,31.41705487,39.324158,34.42288523,31.40804487
147,34.42288523,31.40804487,32.52908656,34.41374074,31.41750106
148,34.41374074,31.41750106,40.13545191,34.42100642,31.4096856
149,34.42100642,31.4096856,30.52111492,34.4075841,31.39803951
150,34.4075841,31.39803951,68.20611514,34.40412165,31.40578783
151,34.40412165,31.40578783,47.72230549,34.42343023,31.39621819
152,34.42343023,31.39621819,45.88377109,34.42051898,31.41361295
153,34.42051898,31.41361295,33.50374431,34.4147502,31.41302047
154,34.4147502,31.41302047,35.43600231,34.41443296,31.40202833
155,34.41443296,31.40202833,3.68E+01,34.42105551,31.41664332
156,34.42105551,31.41664332,24.89435612,34.41388423,31.42471226
158,34.41388423,31.42471226,16.23670982,34.42226921,31.39448169
159,34.42226921,31.39448169,39.17467273,34.41712274,31.41401819
160,34.41712274,31.41401819,40.1972569,34.42090593,31.41134267
161,34.42090593,31.41134267,36.36867494,34.41103534,31.40159135
162,34.41103534,31.40159135,56.24000131,34.33649041,31.41560422
163,34.33649041,31.41560422,186.8482341,34.42658262,3.14E+01
164,34.42658262,3.14E+01,10.67384001,34.41525487,31.40977171
165,34.41525487,31.40977171,26.00057793,34.4186532,31.41555637
166,34.4186532,31.41555637,3.63E+01,34.42543081,31.42342007
167,34.42543081,31.42342007,44.72978966,34.43504687,31.41968446
168,34.43504687,31.41968446,8.685735799,34.41952852,31.4157064
169,34.41952852,31.4157064,33.94536049,34.44182515,31.40484838
170,34.44182515,31.40484838,15.61516086,34.41953392,31.41282837
171,34.41953392,31.41282837,40.03608136,34.41992267,31.41546014
172,34.41992267,31.41546014,32.32506491,34.28832762,31.41053071
173,34.28832762,31.41053071,258.0545637,3.44E+01,3.14E+01
174,3.44E+01,3.14E+01,32.27084789,34.42954627,31.42383947
175,34.42954627,31.42383947,6.217735064,34.41676413,31.40073437
176,34.41676413,31.40073437,54.01673725,34.41532603,31.39502511
177,34.41532603,31.39502511,53.55429904,34.43247943,31.42422713
178,34.43247943,31.42422713,24.07388396,34.42729067,31.40710432
179,34.42729067,31.40710432,32.78585337,34.40912459,31.42471449
180,34.40912459,31.42471449,56.73671359,3.43E+01,31.44022456
181,3.43E+01,31.44022456,114.6993246,34.46484013,31.4110242
182,34.46484013,31.4110242,23.2648388,34.4211818,3.14E+01
183,34.4211818,3.14E+01,32.66470871,34.42146623,31.41721869
184,34.42146623,31.41721869,31.05371543,34.41320371,31.39146854
185,34.41320371,31.39146854,58.24078264,34.41817366,31.41541681
186,34.41817366,31.41541681,34.73558121,3.44E+01,31.39496041
187,3.44E+01,31.39496041,43.42649196,34.35851186,31.36091742
188,34.35851186,31.36091742,55.11787461,34.42074603,31.41028321
189,34.42074603,31.41028321,31.28697819,34.4148441,31.39205189
190,34.4148441,31.39205189,54.17944266,34.41670411,31.42058063
191,34.41670411,31.42058063,32.99113793,34.4064685,31.41535937
192,34.4064685,31.41535937,72.84963078,34.41681549,31.41431135
193,34.41681549,31.41431135,43.87988208,34.41890349,31.39526157
194,34.41890349,31.39526157,46.9915881,34.41258509,31.41182283
195,34.41258509,31.41182283,55.94891892,34.4253256,31.41946603
196,34.4253256,31.41946603,23.16595375,3.44E+01,31.40745728
197,3.44E+01,31.40745728,57.78520606,34.41179246,31.40745728
198,34.41179246,31.40745728,57.78520606,34.38104046,31.37681333
199,34.38104046,31.37681333,83.60915499,34.4231618,31.39923194
200,34.4231618,31.39923194,40.35573962,34.40677527,31.40183338
201,34.40677527,31.40183338,54.8157897,34.40677527,31.40183338
202,34.40677527,31.40183338,54.8157897,34.40677527,31.40183338
203,34.40677527,31.40183338,54.8157897,3.44E+01,31.40183338
204,3.44E+01,31.40183338,54.8157897,34.40677527,3.14E+01
205,34.40677527,3.14E+01,54.8157897,34.40677527,31.40183338
206,34.40677527,31.40183338,54.8157897,34.42454004,31.39098635
207,34.42454004,31.39098635,74.91357237,34.41474269,31.41234937
208,34.41474269,31.41234937,53.00876807,3.44E+01,3.14E+01
209,3.44E+01,3.14E+01,30.08284275,3.44E+01,31.41310953
210,3.44E+01,31.41310953,30.08284275,34.42459057,31.41310953
211,34.42459057,31.41310953,30.08284275,3.44E+01,3.14E+01
212,3.44E+01,3.14E+01,30.08284275,3.44E+01,3.14E+01
213,3.44E+01,3.14E+01,47.56990006,3.44E+01,31.41777343
214,3.44E+01,31.41777343,38.59647703,34.42192438,31.42932219
215,34.42192438,31.42932219,22.30637545,34.41503581,31.3813866
216,34.41503581,31.3813866,52.74258123,34.42101928,31.41407494
217,34.42101928,31.41407494,35.02950282,34.41816292,31.41607891
218,34.41816292,31.41607891,34.06107194,34.41541399,31.41007177
219,34.41541399,31.41007177,50.26747854,34.41541399,31.41007177
220,34.41541399,31.41007177,50.26747854,34.41993674,31.41188367
221,34.41993674,31.41188367,40.78663148,34.42051885,31.41161086
222,34.42051885,31.41161086,40.41061982,34.420962,31.41208388
223,34.420962,31.41208388,38.75952541,34.420962,31.41208388
224,34.420962,31.41208388,38.75952541,3.44E+01,3.14E+01
225,3.44E+01,3.14E+01,38.75952541,34.420962,31.41208388
226,34.420962,31.41208388,38.75952541,34.420962,31.41208388
227,34.420962,31.41208388,38.75952541,34.42000642,31.4118145
228,34.42000642,31.4118145,41.8710737,34.42000642,31.4118145
229,34.42000642,31.4118145,41.8710737,34.42000642,31.4118145
230,34.42000642,31.4118145,41.8710737,34.420962,31.41208388
231,34.420962,31.41208388,38.75952541,34.3894854,31.37938746
232,34.3894854,31.37938746,161.5387915,34.3894854,31.37938746
233,34.3894854,31.37938746,161.5387915,3.44E+01,31.4118145
234,3.44E+01,31.4118145,41.8710737,3.44E+01,31.41196024
235,3.44E+01,31.41196024,35.70429096,34.41969204,31.41130575
236,34.41969204,31.41130575,37.35457089,34.41969204,31.41130575
237,34.41969204,31.41130575,37.35457089,34.42051885,31.41161086
238,34.42051885,31.41161086,40.41061982,34.4228836,31.41266473
239,34.4228836,31.41266473,26.34619241,34.4227902,31.41024793
240,34.4227902,31.41024793,31.26398995,34.42704787,31.41648828
241,34.42704787,31.41648828,18.24289865,34.4430381,31.37316035
242,34.4430381,31.37316035,23.35442813,34.4115504,31.3956756
244,34.4115504,31.3956756,47.26323002,34.41465111,3.14E+01
245,34.41465111,3.14E+01,59.18250642,3.44E+01,31.41964982
246,3.44E+01,31.41964982,25.1401148,34.43164835,31.3976362
247,34.43164835,31.3976362,15.09811175,34.41804346,31.41717509
248,34.41804346,31.41717509,33.98317061,34.43104871,31.41263464
249,34.43104871,31.41263464,30.09325475,34.41952943,31.41662241
250,34.41952943,31.41662241,32.60258027,34.40150319,31.40508706
251,34.40150319,31.40508706,70.49849904,34.41080123,31.40839288
252,34.41080123,31.40839288,46.39364655,34.41667831,31.41043121
253,34.41667831,31.41043121,39.42423166,34.43083603,31.38753889
254,34.43083603,31.38753889,32.44401788,34.41339837,31.4041641
255,34.41339837,31.4041641,55.26440335,34.42303203,31.41305206
256,34.42303203,31.41305206,24.74271706,34.42445864,31.40893063
257,34.42445864,31.40893063,25.6711835,34.42071816,31.41210208
258,34.42071816,31.41210208,32.82655832,34.42096859,31.41634852
259,34.42096859,31.41634852,29.40568297,34.4284671,3.14E+01
260,34.4284671,3.14E+01,19.04015501,34.42425847,31.41669948
261,34.42425847,31.41669948,25.62022823,34.41792277,31.40074396
262,34.41792277,31.40074396,43.5455438,34.40674297,31.40031579
264,34.40674297,31.40031579,51.20735724,3.44E+01,31.40979936
265,3.44E+01,31.40979936,34.29258986,34.42645903,31.39060755
266,34.42645903,31.39060755,4.192419105,3.44E+01,31.38708323
267,3.44E+01,31.38708323,53.02698249,34.41407741,31.41405586
268,34.41407741,31.41405586,60.07991084,34.41981515,31.40537011
269,34.41981515,31.40537011,40.71486382,34.40722691,31.37431415
270,34.40722691,31.37431415,67.41906549,3.44E+01,31.41518564
271,3.44E+01,31.41518564,29.69905854,34.42502461,31.41081446
272,34.42502461,31.41081446,31.41129955,34.42499551,31.39560676
273,34.42499551,31.39560676,40.66502314,34.41787927,31.36249108
274,34.41787927,31.36249108,67.39949016,3.44E+01,31.41528401
275,3.44E+01,31.41528401,42.95124246,34.41710724,31.41570666
276,34.41710724,31.41570666,35.32648554,34.41859105,31.41987439
277,34.41859105,31.41987439,15.45107254,34.43084489,31.41017959
278,34.43084489,31.41017959,36.37690193,34.41765302,31.38194363
279,34.41765302,31.38194363,68.44163333,34.42595249,31.4132238
280,34.42595249,31.4132238,27.29558716,34.42066845,31.41495856
281,34.42066845,31.41495856,4.02E+01,34.42066845,31.41495856
282,34.42066845,31.41495856,40.15349974,34.43709023,31.40965526
283,34.43709023,31.40965526,4.49823717,34.42874043,31.40035338
284,34.42874043,31.40035338,30.85505002,34.42864013,31.4138576
285,34.42864013,31.4138576,21.16081094,34.40485518,31.4130246
290,34.40485518,31.4130246,65.56682315,34.43745211,31.4162981
291,34.43745211,31.4162981,6.517292663,34.41091104,31.40596102
292,34.41091104,31.40596102,54.64747122,34.41091104,31.40596102
293,34.41091104,31.40596102,54.64747122,3.44E+01,31.41393458
294,3.44E+01,31.41393458,13.03478918,34.42626443,31.4144215
295,34.42626443,31.4144215,19.45509626,34.41883108,31.41622778
296,34.41883108,31.41622778,40.77025278,34.41908816,31.40586657
297,34.41908816,31.40586657,46.52728604,34.41908816,31.40586657
298,34.41908816,31.40586657,46.52728604,34.41736205,31.41155788
300,34.41736205,31.41155788,32.46860297,34.42182291,31.40712594
301,34.42182291,31.40712594,28.3707654,34.41510054,31.39223266
302,34.41510054,31.39223266,57.57583395,34.41638842,31.41591285
303,34.41638842,31.41591285,42.94984609,34.4339894,31.40575439
304,34.4339894,31.40575439,26.8113621,34.42264309,31.36855047
305,34.42264309,31.36855047,54.64123228,34.42288236,31.41498198
306,34.42288236,31.41498198,29.48947221,34.41451142,31.41805153
307,34.41451142,31.41805153,44.84253658,34.42181462,31.38090878
308,34.42181462,31.38090878,50.9063097,34.42280743,31.41316529
309,34.42280743,31.41316529,30.47617533,34.41868863,31.41586463
310,34.41868863,31.41586463,33.85579921,34.4205337,31.40371161
311,34.4205337,31.40371161,28.70713071,34.42173315,31.41995701
312,34.42173315,31.41995701,31.70920873,34.41280785,31.40490497
313,34.41280785,31.40490497,58.41257746,34.40391382,31.41802917
314,34.40391382,31.41802917,46.8305801,34.42042808,31.40375717
315,34.42042808,31.40375717,50.76365284,34.42368463,31.37874682
316,34.42368463,31.37874682,56.25667127,34.42417706,31.41401793
317,34.42417706,31.41401793,32.5292197,34.41537198,31.41588287
318,34.41537198,31.41588287,44.5413022,34.42519758,31.41086656
319,34.42519758,31.41086656,31.44409209,34.42399909,31.42501318
320,34.42399909,31.42501318,19.68705662,34.4125575,31.41762395
321,34.4125575,31.41762395,42.93531026,34.41517637,3.14E+01
322,34.41517637,3.14E+01,47.3097033,34.41455021,31.40676324
323,34.41455021,31.40676324,44.23677351,34.42596296,31.40010241
324,34.42596296,31.40010241,32.26389825,34.42041449,31.41654684
325,34.42041449,31.41654684,30.33869792,34.43389066,31.40667544
326,34.43389066,31.40667544,26.5121783,34.42174084,31.41422458
327,34.42174084,31.41422458,26.67569666,34.42738978,31.40943067
328,34.42738978,31.40943067,37.68497605,34.42375229,31.40913006
329,34.42375229,31.40913006,30.74598894,34.41868309,31.41730741
330,34.41868309,31.41730741,3.18E+01,34.41665666,31.41359978
331,34.41665666,31.41359978,36.91112545,34.41044975,31.40697568
332,34.41044975,31.40697568,44.43692311,34.42239456,31.41789815
333,34.42239456,31.41789815,30.54847295,34.41353276,31.41614148
334,34.41353276,31.41614148,43.71303406,34.42230492,31.41131288
335,34.42230492,31.41131288,32.36573116,34.41275657,31.39814952
336,34.41275657,31.39814952,50.03947539,34.42085246,31.39679571
338,34.42085246,31.39679571,41.06323654,34.42013064,31.39546988
339,34.42013064,31.39546988,40.23488743,34.42831565,31.41171975
340,34.42831565,31.41171975,17.25226936,34.41518609,31.42001828
342,34.41518609,31.42001828,39.20905668,34.41731857,31.41232164
343,34.41731857,31.41232164,38.22709245,34.43762307,31.41764604
344,34.43762307,31.41764604,12.11547624,34.43205577,31.40728497
345,34.43205577,31.40728497,9.893326906,34.43384673,31.40612675
346,34.43384673,31.40612675,26.86255035,34.42296417,31.4034393
347,34.42296417,31.4034393,32.0850027,3.44E+01,31.41335521
349,3.44E+01,31.41335521,33.11006802,34.39858787,31.39449673
350,34.39858787,31.39449673,74.54238346,34.42236581,31.41358506
351,34.42236581,31.41358506,27.36996462,34.41324945,31.41571816
352,34.41324945,31.41571816,51.46409274,34.40888549,31.4181693
353,34.40888549,31.4181693,4.38E+01,34.42038194,31.41038002
354,34.42038194,31.41038002,41.83134897,3.44E+01,31.41052906
355,3.44E+01,31.41052906,49.50573178,34.41227871,3.14E+01
357,34.41227871,3.14E+01,40.42649966,34.41388641,31.39162461
358,34.41388641,31.39162461,53.22844721,34.42284047,31.40690952
359,34.42284047,31.40690952,40.64145615,34.41279737,31.39830056
360,34.41279737,31.39830056,56.09368647,34.42649209,31.38349182
361,34.42649209,31.38349182,51.50974046,34.38984848,31.4610466
362,34.38984848,31.4610466,24.97736312,34.41829597,3.14E+01
363,34.41829597,3.14E+01,39.67317739,3.44E+01,31.41585091
364,3.44E+01,31.41585091,14.96679849,34.43190359,31.38678755
366,34.43190359,31.38678755,72.42088695,34.40376693,31.38918522
367,34.40376693,31.38918522,68.94241785,3.44E+01,31.40146051
368,3.44E+01,31.40146051,44.8759807,3.44E+01,31.41152531
369,3.44E+01,31.41152531,55.14885864,3.44E+01,31.41788242
370,3.44E+01,31.41788242,17.04265638,34.4233039,31.41780006
371,34.4233039,31.41780006,17.61214346,34.39055068,31.42176235
372,34.39055068,31.42176235,58.61439813,34.42427554,31.41847114
373,34.42427554,31.41847114,15.44007622,34.42372928,31.41794168
374,34.42372928,31.41794168,16.62851277,34.39753251,31.41111092
375,34.39753251,31.41111092,67.89763714,34.43814929,31.4081387
377,34.43814929,31.4081387,38.59244262,34.42768594,31.42066605
378,34.42768594,31.42066605,10.22224002,34.39286548,31.39852271
379,34.39286548,31.39852271,78.03632869,34.24663024,31.44891454
380,34.24663024,31.44891454,188.537291,34.39665101,31.41563509
381,34.39665101,31.41563509,63.08307491,34.43482792,31.40738802
382,34.43482792,31.40738802,35.79056796,34.42319352,31.41754635
383,34.42319352,31.41754635,17.77801327,34.42288852,31.41552762
384,34.42288852,31.41552762,19.69058916,34.41995208,3.14E+01
385,34.41995208,3.14E+01,26.09346933,34.41573698,31.41776065
386,34.41573698,31.41776065,38.97624857,34.42264908,31.40662151
387,34.42264908,31.40662151,30.71645527,34.4039104,31.42388785
388,34.4039104,31.42388785,41.49090925,34.41458421,31.38919366
389,34.41458421,31.38919366,4.39E+01,3.44E+01,31.41339904
390,3.44E+01,31.41339904,70.26351827,34.42579502,31.3944808
391,34.42579502,31.3944808,32.22489759,3.44E+01,31.41379959
392,3.44E+01,31.41379959,28.21620779,3.44E+01,31.41379959
393,3.44E+01,31.41379959,28.21620779,3.44E+01,3.14E+01
394,3.44E+01,3.14E+01,51.05806833,34.40653864,31.40675739
395,34.40653864,31.40675739,53.23903221,34.42392758,3.14E+01
397,34.42392758,3.14E+01,28.09303295,34.42320701,31.4134006
398,34.42320701,31.4134006,2.57E+01,34.4315316,31.39905688
399,34.4315316,31.39905688,1.11E+01,3.44E+01,31.42839061
400,3.44E+01,31.42839061,39.68534928,34.42082711,31.41389833
401,34.42082711,31.41389833,33.02424331,3.44E+01,31.42213073
402,3.44E+01,31.42213073,10.75638365,34.42066155,31.40618375
403,34.42066155,31.40618375,4.02E+01,34.42050465,31.41294799
404,34.42050465,31.41294799,3.58E+01,34.39571633,31.39920872
405,34.39571633,31.39920872,53.47095419,34.43479832,31.40671348
406,34.43479832,31.40671348,35.77106862,34.37988417,31.40026483
407,34.37988417,31.40026483,8.49E+01,34.41813031,31.41387645
408,34.41813031,31.41387645,37.00881428,3.44E+01,3.14E+01
409,3.44E+01,3.14E+01,51.41443614,34.42286553,31.415055
410,34.42286553,31.415055,18.06649486,34.40305761,3.14E+01
411,34.40305761,3.14E+01,64.14772166,34.42287087,31.41743022
412,34.42287087,31.41743022,2.95E+01,34.43106557,31.398373
413,34.43106557,31.398373,30.52963106,34.42647109,31.40978819
414,34.42647109,31.40978819,31.34493572,34.41665312,3.14E+01
415,34.41665312,3.14E+01,38.94729183,34.41050783,31.40611856
416,34.41050783,31.40611856,42.88217729,34.4168493,31.43483249
417,34.4168493,31.43483249,1.17E+01,34.4206613,31.39503233
418,34.4206613,31.39503233,46.93728227,34.4277738,31.38427254
419,34.4277738,31.38427254,50.11397563,34.41673848,31.41308784
420,34.41673848,31.41308784,36.68893964,34.40629259,3.14E+01
421,34.40629259,3.14E+01,58.61898433,34.41878361,31.3982045
422,34.41878361,31.3982045,4.56E+01,34.41553508,3.14E+01
423,34.41553508,3.14E+01,39.65461587,3.44E+01,31.43623565
424,3.44E+01,31.43623565,41.31426711,34.41448503,31.39711527
425,34.41448503,31.39711527,4.80E+01,34.42416649,31.4055453
426,34.42416649,31.4055453,3.29E+01,34.41959021,31.40762646
427,34.41959021,31.40762646,34.57539663,3.44E+01,31.39442665
428,3.44E+01,31.39442665,33.52958445,34.41730187,31.41706525
429,34.41730187,31.41706525,50.52391261,34.41465566,31.40951002
430,34.41465566,31.40951002,39.57210944,34.41586012,31.40878718
431,34.41586012,31.40878718,48.22529974,34.41266266,31.39886299
432,34.41266266,31.39886299,47.42687318,34.41338567,31.40985626
433,34.41338567,31.40985626,43.94822954,34.41349053,31.39043554
434,34.41349053,31.39043554,54.47726845,34.42007984,31.41277342
436,34.42007984,31.41277342,32.62060487,34.41538332,31.41185711
437,34.41538332,31.41185711,53.50568857,34.41956253,31.39152932
438,34.41956253,31.39152932,44.35241132,34.41734875,31.40694626
439,34.41734875,31.40694626,43.41118206,34.41112826,31.41228293
440,34.41112826,31.41228293,43.55433995,34.41967742,31.40718225
441,34.41967742,31.40718225,41.05203462,34.41194571,31.40410331
442,34.41194571,31.40410331,33.78943713,34.43172108,31.40910977
443,34.43172108,31.40910977,34.22668886,34.4451117,31.38560554
444,34.4451117,31.38560554,16.78356008,34.37738021,31.32228318
446,34.37738021,31.32228318,104.3858008,34.39786843,31.42228854
447,34.39786843,31.42228854,56.88290968,34.41133334,31.41074451
448,34.41133334,31.41074451,41.04125396,34.40613013,31.41365917
449,34.40613013,31.41365917,54.94649505,34.4312941,31.40983868
450,34.4312941,31.40983868,16.56786985,34.4192844,31.41670028
451,34.4192844,31.41670028,35.17010541,34.42740808,31.41062922
452,34.42740808,31.41062922,23.7903859,34.42877016,31.41077821
453,34.42877016,31.41077821,22.07182281,34.42194962,31.41192835
454,34.42194962,31.41192835,30.86466437,34.41940119,31.41799128
455,34.41940119,31.41799128,30.08236201,34.42401971,31.41335092
456,34.42401971,31.41335092,27.98150824,34.42947651,31.41051178
457,34.42947651,31.41051178,14.8101445,34.4047549,31.42349833
458,34.4047549,31.42349833,54.26195676,34.41449447,31.41364614
459,34.41449447,31.41364614,38.78981595,34.41770722,31.41522946
460,34.41770722,31.41522946,35.09763866,34.41624225,31.41223937
461,34.41624225,31.41223937,35.8797475,34.4200329,31.41400722
462,34.4200329,31.41400722,32.74229846,34.42094464,31.41082561
463,34.42094464,31.41082561,37.03948607,34.41261906,31.41442677
464,34.41261906,31.41442677,53.47826516,34.40242829,31.40364202
465,34.40242829,31.40364202,51.0747116,34.40537962,31.41355293
466,34.40537962,31.41355293,80.61523626,34.41620196,31.40727807
467,34.41620196,31.40727807,42.79530329,34.40482446,31.41871107
468,34.40482446,31.41871107,62.99222793,34.45978742,31.31771642
