id,lat,long,alt,next_lat,next_long
1,31.2774747,34.83711906,321.0037361,31.27739507,34.83735428
2,31.27739507,34.83735428,321.0000497,31.2774093,34.83731215
3,31.2774093,34.83731215,321.00017,31.27739507,34.83735432
4,31.27739507,34.83735432,320.9999828,31.27739509,34.83735429
5,31.27739509,34.83735429,321.0000849,31.27739513,34.83735358
6,31.27739513,34.83735358,320.9999999,31.27739507,34.83735426
7,31.27739507,34.83735426,320.9997486,31.27754527,34.83691426
8,31.27754527,34.83691426,321.1112667,31.27689351,34.83884175
9,31.27689351,34.83884175,320.9957805,31.27739563,34.83735327
10,31.27739563,34.83735327,320.9999999,31.277735,34.83634501
11,31.277735,34.83634501,320.9786451,31.27746012,34.83716147
12,31.27746012,34.83716147,321.0004257,31.27739933,34.83734174
13,31.27739933,34.83734174,321.0009636,31.27738807,34.83737547
14,31.27738807,34.83737547,321.0215794,31.28114998,34.82622603
15,31.28114998,34.82622603,321.2282787,31.27730004,34.83763623
16,31.27730004,34.83763623,321.0001034,31.27739681,34.83734976
17,31.27739681,34.83734976,320.9999994,31.27739686,34.8373491
18,31.27739686,34.8373491,320.9994176,31.2773276,34.83805213
19,31.2773276,34.83805213,330.8108867,31.27739513,34.83735426
20,31.27739513,34.83735426,321.0000948,31.2773953,34.83735385
21,31.2773953,34.83735385,320.9999999,31.27739508,34.83735408
22,31.27739508,34.83735408,321.000785,31.27850557,34.83402279
23,31.27850557,34.83402279,320.4883712,31.27739638,34.83735247
24,31.27739638,34.83735247,320.9999998,31.27739494,34.83735426
25,31.27739494,34.83735426,321.0000174,31.27739509,34.83735443
26,31.27739509,34.83735443,321,31.27739378,34.83735577
27,31.27739378,34.83735577,321.0000002,31.27739653,34.83735234
28,31.27739653,34.83735234,320.9999998,31.27740159,34.8373345
29,31.27740159,34.8373345,320.9859355,31.2774264,34.83726148
30,31.2774264,34.83726148,320.9999945,31.28003089,34.82952847
31,31.28003089,34.82952847,321.0491539,31.27738997,34.83736914
32,31.27738997,34.83736914,320.992578,31.27734344,34.83742503
33,31.27734344,34.83742503,321.0000156,31.2774233,34.83727077
34,31.2774233,34.83727077,321.0058195,31.27755677,34.83702285
35,31.27755677,34.83702285,321.1023126,31.27744929,34.83719398
36,31.27744929,34.83719398,321.0015401,31.27742281,34.83727204
37,31.27742281,34.83727204,320.999187,31.27757301,34.8368115
38,31.27757301,34.8368115,319.6377215,31.27724048,34.83782013
39,31.27724048,34.83782013,320.9353223,31.27747007,34.83713643
40,31.27747007,34.83713643,321.1232366,31.27744796,34.83719779
41,31.27744796,34.83719779,321.0032362,31.27714388,34.83830464
42,31.27714388,34.83830464,326.5353009,31.2773958,34.83735223
43,31.2773958,34.83735223,321.0008503,31.27741092,34.83741723
44,31.27741092,34.83741723,321.1373128,31.27739022,34.83736897
45,31.27739022,34.83736897,321.0238637,31.27742844,34.83725544
46,31.27742844,34.83725544,321.0001334,31.27739354,34.83735882
47,31.27739354,34.83735882,321.0023076,31.27799104,34.83612855
48,31.27799104,34.83612855,325.7955182,31.2774042,34.83704658
49,31.2774042,34.83704658,322.1011733,31.27741081,34.83736807
50,31.27741081,34.83736807,321.7209999,31.27739501,34.83735424
51,31.27739501,34.83735424,320.9999762,31.27766158,34.83663388
52,31.27766158,34.83663388,319.6025224,31.27738713,34.83748452
53,31.27738713,34.83748452,322.3633674,31.27739853,34.8373461
54,31.27739853,34.8373461,320.9466242,31.2772998,34.84674241
55,31.2772998,34.84674241,357.3885326,31.27759479,34.83688814
56,31.27759479,34.83688814,320.2388283,31.27739511,34.83735426
57,31.27739511,34.83735426,321.0000138,31.27760845,34.83663568
58,31.27760845,34.83663568,319.3312019,31.27752085,34.8371742
59,31.27752085,34.8371742,321.5154242,31.27706173,34.83839508
60,31.27706173,34.83839508,323.2806709,31.27739129,34.83749446
61,31.27739129,34.83749446,323.9162424,31.27739511,34.83735425
62,31.27739511,34.83735425,320.9999614,31.27745573,34.83720204
63,31.27745573,34.83720204,320.5613329,31.27744553,34.83721419
64,31.27744553,34.83721419,320.860309,31.27741223,34.83730005
65,31.27741223,34.83730005,320.4300288,31.27739508,34.83735433
66,31.27739508,34.83735433,321.0002082,31.27718241,34.83792846
67,31.27718241,34.83792846,322.1127346,31.27744001,34.83722894
68,31.27744001,34.83722894,320.8617308,31.27738849,34.83747596
69,31.27738849,34.83747596,319.1619959,31.27739467,34.83734984
70,31.27739467,34.83734984,320.9875116,31.27741588,34.83742832
71,31.27741588,34.83742832,319.1742828,31.27744953,34.83720665
72,31.27744953,34.83720665,320.7073808,31.27739505,34.83735465
73,31.27739505,34.83735465,321.0009374,31.27747585,34.83687316
74,31.27747585,34.83687316,324.8804654,31.27739234,34.83736094
75,31.27739234,34.83736094,321.005523,31.27739514,34.83735426
76,31.27739514,34.83735426,320.9999812,31.27739595,34.83740676
77,31.27739595,34.83740676,321.2243738,31.27731688,34.83770426
78,31.27731688,34.83770426,322.0941066,31.27739064,34.83736887
79,31.27739064,34.83736887,321.0313672,31.27706219,34.83842188
80,31.27706219,34.83842188,321.7496125,31.27726583,34.83776583
81,31.27726583,34.83776583,321.300842,31.2773796,34.8375238
82,31.2773796,34.8375238,323.8536714,31.27717027,34.83802124
83,31.27717027,34.83802124,321.033694,31.27728213,34.83771964
84,31.27728213,34.83771964,322.7213789,31.27730456,34.83786864
85,31.27730456,34.83786864,321.9964676,31.29172777,34.79470152
86,31.29172777,34.79470152,294.6632342,31.27735146,34.83746317
87,31.27735146,34.83746317,321.820908,31.27741679,34.83743409
88,31.27741679,34.83743409,324.6658106,31.27747215,34.83703169
89,31.27747215,34.83703169,322.0681195,31.27741349,34.83743518
90,31.27741349,34.83743518,324.3703382,31.26048031,34.8874197
91,31.26048031,34.8874197,319.388366,31.27712886,34.83810283
92,31.27712886,34.83810283,320.4681987,31.27732586,34.83764477
93,31.27732586,34.83764477,321.3555963,31.27739423,34.83735637
94,31.27739423,34.83735637,321.0020894,31.27739623,34.83735049
95,31.27739623,34.83735049,321.0022221,31.27740012,34.83733857
96,31.27740012,34.83733857,320.9891302,31.27739389,34.83735823
97,31.27739389,34.83735823,321.0003975,31.27731413,34.83760349
98,31.27731413,34.83760349,321.3698899,31.27735796,34.83757786
99,31.27735796,34.83757786,322.5391617,31.27740437,34.83733611
100,31.27740437,34.83733611,320.737519,31.27728585,34.83815789
101,31.27728585,34.83815789,320.8084905,31.27742054,34.83727859
102,31.27742054,34.83727859,321.0042926,31.27742231,34.83727601
103,31.27742231,34.83727601,321.0013688,31.27712574,34.83773787
104,31.27712574,34.83773787,316.6013785,31.27746855,34.83718922
105,31.27746855,34.83718922,321.1080382,31.27720932,34.83786175
106,31.27720932,34.83786175,321.9943454,31.27745227,34.83715394
107,31.27745227,34.83715394,320.8233136,31.27674419,34.83916714
108,31.27674419,34.83916714,324.5372242,31.27721972,34.83788334
109,31.27721972,34.83788334,320.6538945,31.27738121,34.83737708
110,31.27738121,34.83737708,321.4437961,31.27731941,34.83733499
111,31.27731941,34.83733499,322.3872472,31.27739205,34.83736172
112,31.27739205,34.83736172,320.9782389,31.27744956,34.83719413
113,31.27744956,34.83719413,321.0433312,31.27689272,34.83849699
114,31.27689272,34.83849699,318.5136606,31.27736267,34.83746521
115,31.27736267,34.83746521,320.8742306,31.27746748,34.83710858
116,31.27746748,34.83710858,320.3093018,31.27736666,34.83754703
117,31.27736666,34.83754703,323.2884306,31.27744819,34.83724571
118,31.27744819,34.83724571,322.6130119,31.27738927,34.83750102
119,31.27738927,34.83750102,324.0234504,31.27734958,34.83760114
120,31.27734958,34.83760114,321.3758643,31.2773279,34.83748091
121,31.2773279,34.83748091,321.0814233,31.27729688,34.83774451
122,31.27729688,34.83774451,321.9811163,31.27739419,34.83735746
123,31.27739419,34.83735746,321.0056937,31.27724298,34.83781657
124,31.27724298,34.83781657,321.4805244,31.27729238,34.83774232
125,31.27729238,34.83774232,321.989255,31.27739256,34.83750556
126,31.27739256,34.83750556,323.0805596,31.27739348,34.83749262
127,31.27739348,34.83749262,324.095256,31.27739306,34.83749214
128,31.27739306,34.83749214,324.1409524,31.27739027,34.83749943
129,31.27739027,34.83749943,324.001498,31.27648659,34.84049966
130,31.27648659,34.84049966,326.3778139,31.2774567,34.8374817
131,31.2774567,34.8374817,323.8214152,31.27726956,34.83772686
132,31.27726956,34.83772686,321.0056488,31.27718523,34.83789902
133,31.27718523,34.83789902,323.096579,31.27723171,34.83793213
134,31.27723171,34.83793213,365.1507479,31.27720981,34.83786543
135,31.27720981,34.83786543,323.6506553,31.27710326,34.83798413
136,31.27710326,34.83798413,294.4145995,31.2768108,34.8384053
137,31.2768108,34.8384053,313.5047698,31.27738921,34.83750105
138,31.27738921,34.83750105,323.9967958,31.29811321,34.80451409
139,31.29811321,34.80451409,670.429426,31.27747344,34.83738657
140,31.27747344,34.83738657,325.4346405,31.27704584,34.83802986
141,31.27704584,34.83802986,318.3242635,31.27748723,34.83734669
142,31.27748723,34.83734669,325.7652302,31.27703269,34.83819304
143,31.27703269,34.83819304,315.8718097,31.27680918,34.8384079
144,31.27680918,34.8384079,313.3871928,31.27739222,34.83749803
145,31.27739222,34.83749803,324.0192136,31.2773903,34.83749899
146,31.2773903,34.83749899,324.0196246,31.27705973,34.83805791
147,31.27705973,34.83805791,318.8325878,31.27737333,34.8375233
148,31.27737333,34.8375233,323.7820539,31.27736836,34.83750821
149,31.27736836,34.83750821,324.1863258,31.27731359,34.83765328
150,31.27731359,34.83765328,322.0626426,31.27738302,34.83751192
151,31.27738302,34.83751192,323.8759597,31.27676384,34.83838128
152,31.27676384,34.83838128,315.7709015,31.2770373,34.83819642
153,31.2770373,34.83819642,315.3709083,31.27631125,34.83851091
154,31.27631125,34.83851091,316.6262853,31.27738547,34.83750528
155,31.27738547,34.83750528,323.9667156,31.27683995,34.83824383
156,31.27683995,34.83824383,314.1001403,31.2766111,34.83842701
157,31.2766111,34.83842701,315.2716804,31.2773916,34.83749196
158,31.2773916,34.83749196,324.1296661,31.27682006,34.83834563
159,31.27682006,34.83834563,314.9994407,31.27682127,34.83832973
160,31.27682127,34.83832973,314.7905976,31.27731886,34.83760845
161,31.27731886,34.83760845,322.7632822,31.27686826,34.83833851
162,31.27686826,34.83833851,315.0485318,31.27637403,34.83851711
163,31.27637403,34.83851711,317.047747,31.27693758,34.83831802
164,31.27693758,34.83831802,315.7968156,31.27699484,34.83824606
165,31.27699484,34.83824606,314.8927652,31.27640615,34.838491
166,31.27640615,34.838491,316.2913583,31.27696567,34.83825363
167,31.27696567,34.83825363,314.8054932,31.27694103,34.83819379
168,31.27694103,34.83819379,315.9602553,31.27739911,34.83732492
169,31.27739911,34.83732492,321.3056766,31.27693081,34.83821017
170,31.27693081,34.83821017,315.7624131,31.2771644,34.83818893
171,31.2771644,34.83818893,312.4810162,31.27680611,34.8383932
172,31.27680611,34.8383932,312.9998195,31.2766643,34.83849261
173,31.2766643,34.83849261,312.2637242,31.27684739,34.8383727
174,31.27684739,34.8383727,314.9565672,31.27705191,34.83771509
175,31.27705191,34.83771509,319.7560523,31.27640019,34.83856943
176,31.27640019,34.83856943,313.4583467,31.27680697,34.83838621
177,31.27680697,34.83838621,326.9428059,31.27695851,34.83827506
178,31.27695851,34.83827506,314.4643846,31.27682232,34.83836596
179,31.27682232,34.83836596,317.6524678,31.2767913,34.83841014
180,31.2767913,34.83841014,327.6660055,31.27640168,34.83759116
181,31.27640168,34.83759116,319.2045073,31.27678289,34.83834904
182,31.27678289,34.83834904,320.1888797,31.27667142,34.83858034
183,31.27667142,34.83858034,312.7746939,31.2767353,34.83840997
184,31.2767353,34.83840997,314.9333403,31.27678438,34.83829162
185,31.27678438,34.83829162,313.6853601,31.27645423,34.83743937
186,31.27645423,34.83743937,319.8089898,31.27685679,34.83831239
187,31.27685679,34.83831239,315.001387,31.26704895,34.84263599
188,31.26704895,34.84263599,332.1805108,31.27731012,34.83802197
189,31.27731012,34.83802197,314.6757853,31.27626769,34.83755241
190,31.27626769,34.83755241,319.0263397,31.33931211,34.82918549
191,31.33931211,34.82918549,269.064823,31.27628793,34.83756257
192,31.27628793,34.83756257,319.0067963,31.27626211,34.8375552
193,31.27626211,34.8375552,319.0003901,31.27624536,34.83760462
194,31.27624536,34.83760462,319.0000193,31.27628657,34.83756442
195,31.27628657,34.83756442,318.9983322,31.27626136,34.83755568
196,31.27626136,34.83755568,318.9962797,31.27654364,34.83759497
197,31.27654364,34.83759497,319.0000057,31.27620208,34.83755019
198,31.27620208,34.83755019,322.4393119,31.27537424,34.83725839
199,31.27537424,34.83725839,319.0011754,31.27830033,34.83846238
200,31.27830033,34.83846238,319.0039098,31.27626421,34.83755617
201,31.27626421,34.83755617,319.0000028,31.2761279,34.83751015
202,31.2761279,34.83751015,319.0000233,31.27641271,34.8375873
203,31.27641271,34.8375873,318.5068604,31.27621127,34.83752055
204,31.27621127,34.83752055,318.0105587,31.27612068,34.83749308
205,31.27612068,34.83749308,316.7263331,31.27610378,34.83751998
206,31.27610378,34.83751998,317.8410842,31.27633016,34.83758142
207,31.27633016,34.83758142,318.9999986,31.27598355,34.83742592
208,31.27598355,34.83742592,314.2056968,31.27625396,34.83755264
209,31.27625396,34.83755264,318.999999,31.27623667,34.83754234
210,31.27623667,34.83754234,318.4063608,31.27615891,34.83765282
211,31.27615891,34.83765282,319.0000508,31.27640694,34.83761416
212,31.27640694,34.83761416,320.1218345,31.27630752,34.83756532
213,31.27630752,34.83756532,316.7765904,31.27629816,34.83752172
214,31.27629816,34.83752172,317.0469555,31.27627584,34.83755994
215,31.27627584,34.83755994,319.0000004,31.27607647,34.83767033
216,31.27607647,34.83767033,340.8308844,31.28273328,34.84010026
217,31.28273328,34.84010026,321.0421692,31.27611268,34.83782117
218,31.27611268,34.83782117,313.997739,31.27634561,34.83754996
219,31.27634561,34.83754996,317.858175,31.27630891,34.83746323
220,31.27630891,34.83746323,319.0542038,31.27636193,34.83740608
221,31.27636193,34.83740608,319.0110473,31.27642547,34.83735482
222,31.27642547,34.83735482,319.137413,31.27670318,34.83718315
223,31.27670318,34.83718315,320.1990844,31.27646325,34.83737238
224,31.27646325,34.83737238,318.9816939,31.27656627,34.837232
225,31.27656627,34.837232,319.0000428,31.27626322,34.83755524
