id,lat,long,alt,real_lat,real_long,real_alt,next_lat,next_long
1,31.2774456,34.83700881,320.0015621,31.277287,34.83616,433.855988,31.277287,34.83616
2,31.27744813,34.83700318,320.0028612,31.277287,34.83616,433.855988,31.277287,34.83616
3,31.27716429,34.83677297,326.8376833,31.277287,34.83616,433.855988,31.277287,34.83616
4,31.27727858,34.83678221,322.9785022,31.277287,34.83616,433.855988,31.277287,34.83616
5,31.27725467,34.83681975,323.7313838,31.277287,34.83616,433.855988,31.277287,34.83616
6,31.27728486,34.83676815,322.8836358,31.277287,34.83616,433.855988,31.277287,34.83616
7,31.27729373,34.83674418,322.8056746,31.277287,34.83616,433.855988,31.277287,34.83616
8,31.27727864,34.83678323,323.0006962,31.277287,34.83616,433.855988,31.277287,34.83616
9,31.27727593,34.83677968,322.999349,31.277287,34.83616,433.855988,31.277287,34.83616
10,31.28047952,34.83212707,333.9440318,31.277287,34.83616,433.855988,31.277287,34.83616
11,31.27727604,34.83678002,322.9994007,31.277287,34.83616,433.804993,31.277287,34.83616
12,31.27728552,34.83679407,323.0228793,31.277287,34.83616,433.804993,31.277287,34.83616
13,31.27726014,34.83788336,317.3454585,31.277287,34.83616,433.804993,31.277287,34.83616
14,31.2772801,34.83678358,323.0068626,31.277287,34.83616,433.804993,31.277287,34.83616
15,31.27727957,34.83678375,323,31.277287,34.83616,433.804993,31.277287,34.83616
16,31.27755499,34.83680173,322.8329214,31.277287,34.83616,433.804993,31.277287,34.83616
17,31.27741152,34.83669942,322.8841059,31.277287,34.83616,433.804993,31.277287,34.83616
18,31.27727838,34.83678212,323,31.277287,34.83616,433.804993,31.277287,34.83616
19,31.2779,34.83739243,323.005382,31.277287,34.83616,433.804993,31.277287,34.83616
20,31.27727767,34.8367818,322.9999273,31.277287,34.83616,433.804993,31.277287,34.83616
21,31.27728065,34.83678263,323.0129825,31.277287,34.83616,433.804993,31.277287,34.83616
22,31.27727809,34.83678212,323,31.277287,34.83616,433.804993,31.277287,34.83616
23,31.27731989,34.8369404,320.352752,31.277287,34.83616,433.743988,31.277287,34.83616
24,31.27727991,34.8367831,322.999352,31.277287,34.83616,433.743988,31.277287,34.83616
25,31.27727701,34.83678116,323.0000398,31.277287,34.83616,433.743988,31.277287,34.83616
26,31.27728026,34.83716005,320.8499407,31.277287,34.83616,433.743988,31.277287,34.83616
27,31.27723812,34.83703133,324.0735404,31.277287,34.83616,433.743988,31.277287,34.83616
28,31.27727848,34.83678299,323.0003114,31.277287,34.83616,433.743988,31.277287,34.83616
29,31.27728181,34.83678279,323.0008344,31.277287,34.83616,433.743988,31.277287,34.83616
30,31.27724031,34.83751795,320.2247664,31.277287,34.83616,433.743988,31.277287,34.83616
31,31.27726118,34.83662721,323.6666064,31.277287,34.83616,433.743988,31.277287,34.83616
32,31.27727928,34.83678311,323.001501,31.277287,34.83616,433.743988,31.277287,34.83616
33,31.27727781,34.83678192,323.0002933,31.277287,34.83616,433.743988,31.277287,34.83616
34,31.27761554,34.83692108,322.5654787,31.277287,34.83616,433.743988,31.277287,34.836161
35,31.27727832,34.83678216,323,31.277287,34.836161,433.677002,31.277287,34.836161
36,31.27741015,34.8368467,321.8740488,31.277287,34.836161,433.677002,31.277287,34.836161
37,31.2772777,34.83678298,322.9871596,31.277287,34.836161,433.677002,31.277287,34.836161
38,31.27727736,34.83678156,322.9999931,31.277287,34.836161,433.677002,31.277287,34.836161
39,31.27725699,34.83677125,322.9786373,31.277287,34.836161,433.677002,31.277287,34.836161
40,31.27722997,34.83687014,321.910261,31.277287,34.836161,433.677002,31.277286,34.836162
41,31.27739811,34.83686814,323.6546493,31.277286,34.836162,433.677002,31.277286,34.836162
42,31.27722648,34.83655207,325.4734276,31.277286,34.836162,433.677002,31.277286,34.836162
43,31.2772541,34.83674522,323.0936336,31.277286,34.836162,433.677002,31.277286,34.836162
44,31.27727742,34.83678161,322.9994602,31.277286,34.836162,433.677002,31.277286,34.836162
45,31.27713418,34.83654405,323.9606112,31.277286,34.836162,433.677002,31.277286,34.836162
46,31.2772896,34.8367926,323.0000004,31.277286,34.836162,433.677002,31.277286,34.836163
47,31.27727746,34.83678047,323.008677,31.277286,34.836163,433.60199,31.277286,34.836163
48,31.27722231,34.83693628,322.4836639,31.277286,34.836163,433.60199,31.277286,34.836163
49,31.27727709,34.83678214,323.000015,31.277286,34.836163,433.60199,31.277286,34.836163
50,31.27727721,34.83678141,323.0001686,31.277286,34.836163,433.60199,31.277286,34.836163
51,31.27727703,34.8367809,322.9982522,31.277286,34.836163,433.60199,31.277286,34.836163
52,31.27700726,34.83688254,323.9537766,31.277286,34.836163,433.60199,31.277285,34.836165
53,31.2785091,34.84261411,295.824164,31.277285,34.836165,433.60199,31.277285,34.836165
54,31.27727753,34.83678164,323.0000275,31.277285,34.836165,433.60199,31.277285,34.836165
55,31.31937384,35.01304342,-480.2951818,31.277285,34.836165,433.60199,31.277285,34.836165
56,31.27738938,34.83711888,322.3105495,31.277285,34.836165,433.60199,31.277285,34.836165
57,31.27728057,34.8367877,323,31.277285,34.836165,433.60199,31.277285,34.836165
58,31.27727801,34.83678211,323,31.277285,34.836165,433.60199,31.277284,34.836167
59,31.27727695,34.83678092,323,31.277284,34.836167,433.552002,31.277284,34.836167
60,31.27727665,34.83677777,323,31.277284,34.836167,433.552002,31.277284,34.836167
61,31.27728092,34.83678757,323.0000003,31.277284,34.836167,433.552002,31.277284,34.836167
