id,lat,long,alt
0,34.40582718,31.3974392,56.23346332
1,34.4186165,31.40437794,33.85677555
2,34.4186165,31.40437794,33.85677555
3,34.4186165,31.40437794,33.85677555
4,34.4186165,31.40437794,33.85677555
5,34.4186165,31.40437794,33.85677555
6,34.4186165,31.40437794,33.85677555
7,34.4186165,31.40437794,33.85677555
8,34.4186165,31.40437794,33.85677555
9,34.4186165,31.40437794,33.85677555
10,34.4186165,31.40437794,33.85677555
11,34.4186165,31.40437794,33.85677555
12,34.4186165,31.40437794,33.85677555
13,34.4186165,31.40437794,33.85677555
14,34.4186165,31.40437794,33.85677555
15,34.4186165,31.40437794,33.85677555
16,34.4186165,31.40437794,33.85677555
17,34.4186165,31.40437794,33.85677555
18,34.4186165,31.40437794,33.85677555
19,34.4186165,31.40437794,33.85677555
20,34.4186165,31.40437794,33.85677555
21,34.4186165,31.40437794,33.85677555
22,34.4186165,31.40437794,33.85677555
23,34.4186165,31.40437794,33.85677555
24,34.4186165,31.40437794,33.85677555
25,34.4186165,31.40437794,33.85677555
26,34.4186165,31.40437794,33.85677555
27,34.4186165,31.40437794,33.85677555
28,34.4186165,31.40437794,33.85677555
29,34.4186165,31.40437794,33.85677555
30,34.4186165,31.40437794,33.85677555
31,34.4186165,31.40437794,33.85677555
32,34.4186165,31.40437794,33.85677555
33,34.4186165,31.40437794,33.85677555
34,34.4186165,31.40437794,33.85677555
35,34.4186165,31.40437794,33.85677555
36,34.4186165,31.40437794,33.85677555
37,34.4186165,31.40437794,33.85677555
38,34.4186165,31.40437794,33.85677555
39,34.4186165,31.40437794,33.85677555
40,34.4186165,31.40437794,33.85677555
41,34.4186165,31.40437794,33.85677555
42,34.4186165,31.40437794,33.85677555
43,34.4186165,31.40437794,33.85677555
44,34.4186165,31.40437794,33.85677555
45,34.4186165,31.40437794,33.85677555
46,34.4186165,31.40437794,33.85677555
47,34.4186165,31.40437794,33.85677555
48,34.4186165,31.40437794,33.85677555
49,34.4186165,31.40437794,33.85677555
50,34.4186165,31.40437794,33.85677555
51,34.4186165,31.40437794,33.85677555
52,34.4186165,31.40437794,33.85677555
53,34.4186165,31.40437794,33.85677555
54,34.4186165,31.40437794,33.85677555
55,34.4186165,31.40437794,33.85677555
56,34.4186165,31.40437794,33.85677555
57,34.4186165,31.40437794,33.85677555
58,34.4186165,31.40437794,33.85677555
59,34.4186165,31.40437794,33.85677555
60,34.4186165,31.40437794,33.85677555
61,34.4186165,31.40437794,33.85677555
62,34.4186165,31.40437794,33.85677555
63,34.4186165,31.40437794,33.85677555
64,34.4207733,31.40447327,42.73639489
65,34.4207733,31.40447327,42.73639489
66,34.4207733,31.40447327,42.73639489
67,34.4207733,31.40447327,42.73639489
68,34.4207733,31.40447327,42.73639489
69,34.4207733,31.40447327,42.73639489
70,34.4207733,31.40447327,42.73639489
71,34.4207733,31.40447327,42.73639489
72,34.4207733,31.40447327,42.73639489
73,34.4207733,31.40447327,42.73639489
74,34.4207733,31.40447327,42.73639489
75,34.4207733,31.40447327,42.73639489
76,34.4207733,31.40447327,42.73639489
77,34.4207733,31.40447327,42.73639489
78,34.4207733,31.40447327,42.73639489
79,34.4207733,31.40447327,42.73639489
80,34.42019273,31.40609028,35.00645238
81,34.42019273,31.40609028,35.00645238
82,34.4207733,31.40447327,42.73639489
83,34.4207733,31.40447327,42.73639489
84,34.4207733,31.40447327,42.73639489
85,34.4207733,31.40447327,42.73639489
86,34.4207733,31.40447327,42.73639489
87,34.4207733,31.40447327,42.73639489
88,34.4207733,31.40447327,42.73639489
89,34.4207733,31.40447327,42.73639489
90,34.4207733,31.40447327,42.73639489
91,34.4207733,31.40447327,42.73639489
92,34.4207733,31.40447327,42.73639489
93,34.4207733,31.40447327,42.73639489
94,34.4207733,31.40447327,42.73639489
95,34.4207733,31.40447327,42.73639489
96,34.4207733,31.40447327,42.73639489
97,34.40422905,31.39867955,59.48765319
98,34.42141276,31.40898486,27.71339068
99,34.41325285,31.40615439,49.772558
100,34.40829338,31.40769512,46.87930414
101,34.40829338,31.40769512,46.87930414
102,34.42150116,31.40374207,25.82467906
103,34.42150116,31.40374207,25.82467906
104,34.39788164,31.39554306,54.26309671
105,34.39788164,31.39554306,54.26309671
106,34.39788164,31.39554306,54.26309671
107,34.39788164,31.39554306,54.26309671
108,34.42610267,31.40623264,18.19951724
109,34.4111071,31.40687302,47.46374277
110,34.4111071,31.40687302,47.46374277
111,34.4183945,31.40721442,35.53181249
112,34.41838904,31.40692512,33.69912922
113,34.41149315,31.40305504,43.66764406
114,34.38879098,31.38120592,87.25979895
115,34.38879098,31.38120592,87.25979895
116,34.42030302,31.40769495,31.27375581
117,34.42030302,31.40769495,31.27375581
118,34.41748559,31.40459852,41.45226726
119,34.41748559,31.40459852,41.45226726
122,34.41685919,31.40210532,42.81916171
123,34.41685919,31.40210532,42.81916171
124,34.46683119,31.40301902,22.63243615
125,34.46683119,31.40301902,22.63243615
126,34.41900676,31.40803425,27.13087673
127,34.41900676,31.40803425,27.13087673
128,34.41333101,31.40729425,44.06888665
129,34.41333101,31.40729425,44.06888665
130,34.41839754,31.40490853,33.84730785
131,34.41459795,31.40478932,23.47138937
132,34.40700591,31.39657993,55.48896436
133,34.37879349,31.36971634,74.43447585
135,34.40649729,31.39931743,44.79569025
136,34.41717723,31.40610326,40.36290699
138,34.39936026,31.41507694,91.2909236
139,34.41303344,31.40460556,44.99826854
140,34.4195374,31.4079307,25.94206821
141,34.4195374,31.4079307,25.94206821
142,34.40806998,31.40851416,54.80737219
143,34.40806998,31.40851416,54.80737219
144,34.40097203,31.40796124,70.60676485
145,34.40097203,31.40796124,70.60676485
146,34.38174108,31.84376784,631.216373
147,34.38174108,31.84376784,631.216373
148,34.42106648,31.4057227,30.64941034
149,34.41968182,31.40690271,30.22259717
150,34.41697378,31.40578461,35.68919563
152,34.40163549,31.39665672,53.47192091
153,34.41626009,31.40607245,36.50797686
155,34.42255163,31.40509581,22.97447724
156,34.41321102,31.40663766,41.54381523
157,34.41321102,31.40663766,41.54381523
158,34.41910962,31.40513199,22.81828081
159,34.41910962,31.40513199,22.81828081
160,34.41064219,31.40632533,34.93729022
161,34.41064219,31.40632533,34.93729022
162,34.42655438,31.406807,42.92154424
163,34.41017141,31.40208097,45.78495118
164,34.40609916,31.39425049,72.91625388
165,34.41495785,31.40275267,40.8398394
166,34.41495785,31.40275267,40.8398394
167,34.43321066,31.41309695,20.58447127
168,34.43321066,31.41309695,20.58447127
169,34.41014415,31.40315337,45.56104097
170,34.42246755,31.40396927,23.76972086
171,34.42246755,31.40396927,23.76972086
172,34.42497671,31.40433058,38.63535508
173,34.40872665,31.39862807,51.549081
174,34.41477852,31.40596068,38.8972531
175,34.4142796,31.40444239,37.85675208
176,34.4142796,31.40444239,37.85675208
177,34.40462764,31.40814086,40.61135156
178,34.41940351,31.40625617,42.60677427
179,34.41480218,31.40504167,40.87418127
180,34.41920458,31.37492705,8.589781135
181,34.40955584,31.39460369,41.64482844
182,34.42679783,31.40381993,49.12017379
183,34.40907839,31.4071149,54.73838774
184,34.41169973,31.41497373,51.08782411
185,34.41217376,31.40605415,37.93880553
186,34.41684571,31.40428367,37.06894492
187,34.34594825,31.41036016,166.6434007
188,34.40862629,31.39859019,52.42705682
191,34.40921885,31.40555567,35.77474992
192,34.40921885,31.40555567,35.77474992
193,34.41097124,31.40468838,50.30537458
194,34.41611834,31.40651795,39.40353808
195,34.41611834,31.40651795,39.40353808
196,34.40712171,31.39860422,52.19451982
197,34.40712171,31.39860422,52.19451982
198,34.41867639,31.40456892,23.03559483
199,34.41867639,31.40456892,23.03559483
200,34.42722299,31.4159841,4.714267254
201,34.4180999,31.40533471,31.11884359
202,34.42377007,31.40639232,25.90966097
203,34.41874226,31.4058092,38.49355486
