id,lat,long,alt
0,34.37455629,31.37109988,113.2205322
1,34.41454192,31.41320047,50.9721807
2,34.41454192,31.41320047,50.9721807
3,34.41454192,31.41320047,50.9721807
4,34.41454192,31.41320047,50.9721807
5,34.41454192,31.41320047,50.9721807
6,34.41454192,31.41320047,50.9721807
7,34.41454192,31.41320047,50.9721807
8,34.41454192,31.41320047,50.9721807
9,34.41454192,31.41320047,50.9721807
10,34.41454192,31.41320047,50.9721807
11,34.41454192,31.41320047,50.9721807
12,34.41454192,31.41320047,50.9721807
13,34.41454192,31.41320047,50.9721807
14,34.41454192,31.41320047,50.9721807
15,34.41454192,31.41320047,50.9721807
16,34.41454192,31.41320047,50.9721807
17,34.41454192,31.41320047,50.9721807
18,34.41454192,31.41320047,50.9721807
19,34.41454192,31.41320047,50.9721807
20,34.41454192,31.41320047,50.9721807
21,34.41454192,31.41320047,50.9721807
22,34.41454192,31.41320047,50.9721807
23,34.41454192,31.41320047,50.9721807
24,34.41454192,31.41320047,50.9721807
25,34.41454192,31.41320047,50.9721807
26,34.41454192,31.41320047,50.9721807
27,34.41454192,31.41320047,50.9721807
28,34.41454192,31.41320047,50.9721807
29,34.41454192,31.41320047,50.9721807
30,34.41454192,31.41320047,50.9721807
31,34.41454192,31.41320047,50.9721807
32,34.41454192,31.41320047,50.9721807
33,34.41454192,31.41320047,50.9721807
34,34.41454192,31.41320047,50.9721807
35,34.41454192,31.41320047,50.9721807
36,34.41454192,31.41320047,50.9721807
37,34.41454192,31.41320047,50.9721807
38,34.41454192,31.41320047,50.9721807
39,34.41454192,31.41320047,50.9721807
40,34.41454192,31.41320047,50.9721807
41,34.41454192,31.41320047,50.9721807
42,34.41454192,31.41320047,50.9721807
43,34.41454192,31.41320047,50.9721807
44,34.41454192,31.41320047,50.9721807
45,34.41454192,31.41320047,50.9721807
46,34.41454192,31.41320047,50.9721807
47,34.41454192,31.41320047,50.9721807
48,34.41454192,31.41320047,50.9721807
49,34.41454192,31.41320047,50.9721807
50,34.41454192,31.41320047,50.9721807
51,34.41454192,31.41320047,50.9721807
52,34.41454192,31.41320047,50.9721807
53,34.41454192,31.41320047,50.9721807
54,34.41454192,31.41320047,50.9721807
55,34.41454192,31.41320047,50.9721807
56,34.41454192,31.41320047,50.9721807
57,34.41454192,31.41320047,50.9721807
58,34.41454192,31.41320047,50.9721807
59,34.41454192,31.41320047,50.9721807
60,34.41454192,31.41320047,50.9721807
61,34.41454192,31.41320047,50.9721807
62,34.41454192,31.41320047,50.9721807
63,34.41454192,31.41320047,50.9721807
64,34.41454192,31.41320047,50.9721807
65,34.41454192,31.41320047,50.9721807
66,34.41454192,31.41320047,50.9721807
67,34.41454192,31.41320047,50.9721807
68,34.41454192,31.41320047,50.9721807
69,34.41454192,31.41320047,50.9721807
70,34.41454192,31.41320047,50.9721807
71,34.41454192,31.41320047,50.9721807
72,34.41454192,31.41320047,50.9721807
73,34.19340553,31.26873918,439.5549435
74,34.19340553,31.26873918,439.5549435
75,34.19340553,31.26873918,439.5549435
76,34.19340553,31.26873918,439.5549435
77,34.19340553,31.26873918,439.5549435
78,34.40850612,31.4031352,59.25436121
79,34.40850612,31.4031352,59.25436121
80,34.42214856,31.42728922,22.36914339
81,34.42214856,31.42728922,22.36914339
82,34.42214856,31.42728922,22.36914339
83,34.41798581,31.41931807,35.05007372
84,34.41798581,31.41931807,35.05007372
87,34.42080269,31.42116768,28.70071719
88,34.43026346,31.40706629,7.395193478
89,34.43026346,31.40706629,7.395193478
90,34.43026346,31.40706629,7.395193478
91,34.43026346,31.40706629,7.395193478
92,34.41798581,31.41931807,35.05007372
93,34.41742357,31.41676568,33.31179649
94,34.4134392,31.42211263,34.82361005
95,34.40850612,31.4031352,59.25436121
96,34.42010303,31.41346729,31.08832257
97,34.3615095,31.39020366,132.3258784
98,34.3615095,31.39020366,132.3258784
99,34.42446004,31.41131619,26.80081227
100,34.42446004,31.41131619,26.80081227
101,34.53027029,31.1102821,167.7790949
102,34.53027029,31.1102821,167.7790949
103,34.42732756,31.40073569,31.89380655
104,34.42732756,31.40073569,31.89380655
105,34.42730223,31.41775035,24.98038289
106,34.42730223,31.41775035,24.98038289
107,34.41086526,31.42191324,49.21148587
108,34.44442259,31.37464634,2.188051151
109,34.44442259,31.37464634,2.188051151
111,34.41318112,31.42087579,40.81232657
112,34.41318112,31.42087579,40.81232657
113,34.40908223,31.40781787,29.45719704
114,34.4108314,31.40957534,28.18891625
115,34.42070063,31.4089813,34.26332317
116,34.42070063,31.4089813,34.26332317
117,34.30815574,31.46004266,180.7524338
118,34.30815574,31.46004266,180.7524338
120,34.39792221,31.40427693,82.25464621
121,34.4149994,31.36125899,67.11882616
122,34.41972971,31.41126361,35.16035679
123,34.40171445,31.30456348,141.7713862
124,34.39397783,31.42940705,78.0572747
125,34.43818963,31.4060679,31.7319632
126,34.24111339,31.3711051,215.7587251
127,34.40447271,31.41691436,57.62139497
128,34.4222304,31.4103403,31.47847897
129,34.43566302,31.42044392,11.45415206
130,34.42181718,31.40820135,33.7287627
131,34.41356498,31.4165218,43.42305646
132,34.41678598,31.40668227,46.1160759
133,34.45697145,31.38357569,9.468044751
134,34.42304516,31.41211918,31.17958833
135,34.44222343,31.40412734,5.646943185
136,34.42614076,31.41400351,20.4759974
137,33.99719852,31.36375948,791.1814133
138,34.42426538,31.39660197,38.28314662
140,34.40606664,31.40963553,57.96041563
141,34.44470855,31.41306514,1.476590852
142,34.42212312,31.40706554,36.14222286
143,34.42632144,31.41630085,19.89211108
